Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Years_at_Company,Monthly_Salary,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Promotion_Last_3_Years,Remote_Work,Attrition
108047,28,Female,Sales,Sales Executive,Bachelor's,Single,2,37494.1,No,Excellent,High,Meets Expectations,2,No,Hybrid,No
108048,28,Male,Operations,Operations Executive,Bachelor's,Married,4,37799.78,No,Good,Medium,Exceeds Expectations,45,Yes,Hybrid,No
108049,23,Female,IT,QA Engineer,Bachelor's,Single,3,47786.21,No,Excellent,Low,Exceeds Expectations,60,Yes,Yes,No
108050,33,Female,Sales,Sales Manager,Bachelor's,Single,5,50585.61,No,Good,Very High,Meets Expectations,5,No,Hybrid,No
108051,25,Male,Marketing,Marketing Executive,Bachelor's,Single,11,50865.22,No,Good,High,Meets Expectations,0,Yes,Hybrid,No
108052,24,Female,Operations,Logistics Coordinator,Bachelor's,Single,13,52324.41,Yes,Fair,High,Outstanding,34,No,Hybrid,No
108053,30,Male,Sales,Sales Executive,Bachelor's,Married,5,50408.7,No,Good,Very High,Meets Expectations,30,No,Yes,No
108054,29,Female,IT,Software Engineer,Bachelor's,Married,11,96101.18,No,Excellent,Low,Meets Expectations,8,No,No,No
108055,29,Male,Sales,Sales Manager,Master's,Divorced,5,60348.87,Yes,Fair,Very High,Meets Expectations,35,Yes,No,No
108056,36,Female,Operations,Logistics Coordinator,Bachelor's,Married,7,41723.9,No,Excellent,High,Meets Expectations,26,No,Hybrid,No
108057,33,Female,Operations,Supply Chain Analyst,PhD,Single,8,52333.51,No,Excellent,High,Meets Expectations,60,No,No,No
108058,30,Male,IT,Data Analyst,Bachelor's,Married,7,57030.7,No,Excellent,High,Exceeds Expectations,30,No,Hybrid,No
108059,34,Male,Finance,Auditor,Master's,Single,6,54240.46,No,Excellent,Very High,Exceeds Expectations,36,Yes,Yes,No
108060,26,Female,IT,DevOps Engineer,Bachelor's,Single,1,41330.52,No,Good,High,Exceeds Expectations,26,No,Hybrid,No
108061,33,Male,IT,System Administrator,Bachelor's,Single,10,82706.62,No,Excellent,High,Needs Improvement,53,No,Yes,No
108062,34,Female,Sales,Account Executive,Bachelor's,Single,5,59201.56,No,Good,Very High,Meets Expectations,13,Yes,Hybrid,No
108063,22,Male,IT,System Administrator,Bachelor's,Single,10,84247.7,Yes,Good,High,Exceeds Expectations,23,No,Hybrid,Yes
108064,39,Female,IT,Software Engineer,Bachelor's,Married,6,59773.15,No,Good,High,Exceeds Expectations,2,No,Hybrid,No
108065,26,Female,Finance,Financial Analyst,Bachelor's,Single,3,54243.81,Yes,Fair,Low,Meets Expectations,56,No,Hybrid,Yes
108066,33,Female,Sales,Sales Manager,Bachelor's,Married,1,36690.34,No,Fair,Very High,Exceeds Expectations,39,No,Hybrid,No
108067,41,Female,Operations,Operations Executive,Bachelor's,Divorced,6,55822.96,No,Good,Medium,Exceeds Expectations,8,No,Hybrid,No
108068,39,Female,Finance,Auditor,Master's,Divorced,2,51617.1,No,Good,Very High,Exceeds Expectations,52,Yes,Hybrid,No
108069,33,Female,Finance,Financial Analyst,Bachelor's,Divorced,12,74338.71,Yes,Fair,High,Exceeds Expectations,44,No,Hybrid,No
108070,30,Female,IT,Data Analyst,Bachelor's,Married,4,59082.1,No,Excellent,Low,Exceeds Expectations,22,Yes,Hybrid,No
108071,39,Female,IT,QA Engineer,Bachelor's,Single,3,72906.99,No,Good,Medium,Meets Expectations,42,Yes,Hybrid,No
108072,37,Female,Finance,Auditor,Bachelor's,Single,11,77659.36,Yes,Good,Very High,Meets Expectations,21,No,Hybrid,No
108073,28,Male,IT,DevOps Engineer,Bachelor's,Married,5,74107.94,Yes,Good,High,Meets Expectations,30,No,No,No
108074,27,Female,Operations,Logistics Coordinator,Bachelor's,Married,2,38010.61,Yes,Good,Medium,Meets Expectations,49,No,Hybrid,Yes
108075,21,Male,Sales,Account Executive,Bachelor's,Divorced,9,66404.55,Yes,Poor,Medium,Outstanding,58,No,No,Yes
108076,34,Male,IT,Software Engineer,Bachelor's,Married,3,74177.88,No,Poor,Medium,Meets Expectations,18,No,Hybrid,No
108077,32,Male,Finance,Auditor,Bachelor's,Single,8,55534.74,No,Good,High,Exceeds Expectations,31,No,No,No
108078,40,Male,HR,HR Executive,PhD,Divorced,5,57587.05,No,Fair,Medium,Meets Expectations,11,No,Yes,No
108079,35,Female,IT,DevOps Engineer,PhD,Divorced,3,66465.29,No,Good,High,Meets Expectations,5,No,Hybrid,No
108080,42,Female,IT,QA Engineer,Bachelor's,Single,5,54381.12,Yes,Good,Very High,Meets Expectations,31,Yes,Hybrid,No
108081,28,Female,Operations,Logistics Coordinator,Bachelor's,Married,6,47102.11,Yes,Poor,Medium,Meets Expectations,7,No,No,Yes
108082,40,Female,IT,Software Engineer,Bachelor's,Married,5,69165.3,Yes,Poor,Low,Meets Expectations,34,No,Hybrid,Yes
108083,29,Male,IT,QA Engineer,Bachelor's,Single,5,84773.22,No,Good,Medium,Meets Expectations,14,Yes,Yes,No
108084,38,Female,IT,DevOps Engineer,Bachelor's,Married,3,58371.5,Yes,Excellent,Medium,Exceeds Expectations,27,No,Hybrid,No
108085,22,Female,Sales,Sales Manager,Bachelor's,Single,2,40780.57,No,Fair,Low,Meets Expectations,48,No,Hybrid,Yes
108086,34,Male,Sales,Account Executive,Bachelor's,Single,4,50909.18,No,Excellent,Medium,Outstanding,57,No,Yes,No
108087,21,Female,Sales,Account Executive,Master's,Single,0,44062.08,No,Good,Medium,Exceeds Expectations,21,No,Hybrid,Yes
108088,31,Female,HR,HR Manager,Master's,Married,7,55520.52,Yes,Fair,Medium,Meets Expectations,58,Yes,Hybrid,No
108089,36,Female,Operations,Logistics Coordinator,PhD,Single,5,53163.56,Yes,Poor,Medium,Meets Expectations,45,No,Yes,Yes
108090,29,Male,Marketing,Marketing Executive,Bachelor's,Single,5,52205.97,Yes,Fair,Medium,Meets Expectations,30,No,Hybrid,Yes
108091,25,Male,Sales,Account Executive,Master's,Divorced,5,57331.35,Yes,Poor,High,Meets Expectations,8,No,No,Yes
108092,38,Female,IT,Software Engineer,Bachelor's,Single,1,60112.01,No,Good,Medium,Meets Expectations,42,No,Hybrid,Yes
108093,32,Female,Marketing,SEO Specialist,Bachelor's,Single,4,43688.5,No,Good,Very High,Meets Expectations,2,No,Hybrid,No
108094,29,Female,IT,QA Engineer,Master's,Married,5,89299.4,No,Excellent,Medium,Exceeds Expectations,8,No,Yes,No
108095,33,Female,Operations,Logistics Coordinator,Master's,Single,6,42979.83,No,Good,Very High,Meets Expectations,2,No,Yes,No
108096,50,Male,IT,Software Engineer,Master's,Married,0,58483.03,No,Fair,Medium,Meets Expectations,49,No,Hybrid,Yes
108097,41,Female,Operations,Logistics Coordinator,Bachelor's,Single,2,30097.16,Yes,Good,Low,Meets Expectations,18,No,Hybrid,Yes
108098,41,Female,HR,HR Manager,Bachelor's,Married,17,67868.6,No,Fair,Medium,Meets Expectations,3,No,Yes,No
108099,36,Male,Sales,Sales Manager,Bachelor's,Single,8,57787.34,No,Good,Medium,Meets Expectations,5,No,Yes,No
108100,34,Male,IT,Software Engineer,Master's,Divorced,4,85308.44,No,Good,Very High,Meets Expectations,40,No,Yes,No
108101,21,Male,IT,Software Engineer,Bachelor's,Single,1,56028.24,Yes,Good,High,Meets Expectations,11,No,Yes,Yes
108102,28,Female,Sales,Sales Manager,Bachelor's,Single,6,61068.11,No,Fair,Medium,Meets Expectations,33,No,Hybrid,No
108103,29,Female,IT,QA Engineer,Bachelor's,Divorced,7,86221.17,No,Good,Very High,Meets Expectations,26,Yes,Yes,No
108104,21,Female,Finance,Financial Analyst,Bachelor's,Married,2,35298.5,Yes,Fair,Medium,Meets Expectations,8,No,No,Yes
108105,24,Male,Sales,Account Executive,Master's,Married,9,71488.63,No,Excellent,Very High,Meets Expectations,56,No,Hybrid,No
108106,21,Female,IT,Software Engineer,Bachelor's,Single,12,84857.08,Yes,Good,Very High,Meets Expectations,27,No,Hybrid,No
108107,32,Male,Sales,Sales Manager,Bachelor's,Single,1,33801.01,Yes,Poor,Medium,Meets Expectations,41,No,Hybrid,Yes
108108,38,Male,Sales,Sales Manager,Master's,Single,8,66703.6,Yes,Fair,Medium,Exceeds Expectations,23,No,Hybrid,Yes
108109,40,Female,IT,Data Analyst,Bachelor's,Single,8,65511.85,No,Good,Very High,Meets Expectations,43,No,Yes,No
108110,35,Female,Finance,Auditor,Master's,Single,8,60726.61,Yes,Fair,Medium,Exceeds Expectations,21,No,No,Yes
108111,26,Male,HR,HR Manager,Master's,Divorced,10,53125.86,No,Excellent,Medium,Meets Expectations,36,Yes,No,No
108112,21,Male,IT,Software Engineer,Bachelor's,Single,3,67530.07,Yes,Poor,Medium,Meets Expectations,33,No,No,Yes
108113,21,Male,IT,System Administrator,Bachelor's,Single,1,41121.31,Yes,Poor,Medium,Meets Expectations,26,No,No,Yes
108114,24,Female,Operations,Logistics Coordinator,Bachelor's,Single,2,37074.96,No,Excellent,Medium,Outstanding,52,No,Hybrid,No
108115,26,Female,IT,Data Analyst,Bachelor's,Married,4,77481.86,No,Good,Low,Exceeds Expectations,27,No,Yes,Yes
108116,31,Male,IT,Data Analyst,Bachelor's,Single,3,56909.55,No,Good,High,Meets Expectations,11,No,No,No
108117,25,Male,Finance,Financial Analyst,Bachelor's,Single,2,55867.9,Yes,Fair,Medium,Meets Expectations,38,Yes,Hybrid,No
108118,35,Female,IT,Data Analyst,Bachelor's,Married,8,78212.57,No,Good,High,Meets Expectations,17,No,Hybrid,No
108119,31,Female,IT,System Administrator,Bachelor's,Single,4,62779.09,No,Good,High,Outstanding,33,Yes,Yes,No
108120,33,Male,Marketing,Marketing Executive,Bachelor's,Single,10,48845.19,No,Good,High,Meets Expectations,53,No,Yes,Yes
108121,40,Female,IT,DevOps Engineer,Bachelor's,Single,4,56487.21,Yes,Poor,High,Meets Expectations,5,No,Hybrid,Yes
108122,24,Male,HR,HR Manager,Bachelor's,Single,5,44851.8,No,Excellent,High,Meets Expectations,27,No,Yes,No
108123,35,Female,IT,System Administrator,Bachelor's,Single,8,84885.45,Yes,Poor,High,Exceeds Expectations,0,No,No,Yes
108124,32,Male,Operations,Logistics Coordinator,Bachelor's,Single,9,52860.82,Yes,Fair,Very High,Meets Expectations,18,No,No,No
108125,30,Male,Sales,Sales Executive,Master's,Single,5,62878.79,No,Excellent,Medium,Meets Expectations,17,No,Hybrid,No
108126,39,Female,IT,Data Analyst,Bachelor's,Single,4,53358.32,Yes,Poor,High,Meets Expectations,15,No,Yes,Yes
108127,39,Male,Finance,Financial Analyst,Master's,Single,2,66787.22,No,Fair,Medium,Meets Expectations,37,Yes,Hybrid,No
108128,26,Male,HR,Recruiter,Bachelor's,Single,2,31253.45,No,Excellent,Medium,Meets Expectations,48,No,Hybrid,No
108129,31,Male,IT,QA Engineer,Bachelor's,Single,8,79206.03,Yes,Good,Very High,Outstanding,3,No,Hybrid,No
108130,34,Female,Finance,Auditor,Master's,Single,16,97642.04,No,Excellent,High,Meets Expectations,29,No,Hybrid,No
108131,31,Male,Sales,Account Executive,Bachelor's,Single,2,51026.72,No,Fair,Medium,Meets Expectations,51,No,Hybrid,No
108132,37,Male,Operations,Supply Chain Analyst,Bachelor's,Divorced,1,47000.69,No,Excellent,High,Exceeds Expectations,16,Yes,Yes,No
108133,34,Female,Finance,Financial Analyst,Bachelor's,Single,3,52334.53,No,Excellent,Medium,Meets Expectations,23,No,No,No
108134,45,Male,IT,Software Engineer,Bachelor's,Married,0,53513.28,No,Excellent,Medium,Meets Expectations,11,No,Yes,No
108135,22,Female,IT,Software Engineer,Bachelor's,Married,4,70872.25,Yes,Fair,Low,Meets Expectations,10,No,Yes,Yes
108136,32,Female,Sales,Sales Manager,Bachelor's,Married,2,38241.08,No,Fair,High,Meets Expectations,38,No,Hybrid,Yes
108137,26,Female,HR,Recruiter,Bachelor's,Married,9,52838.38,Yes,Poor,Very High,Outstanding,31,No,Hybrid,Yes
108138,37,Female,IT,DevOps Engineer,Master's,Married,2,66808.79,No,Poor,Very High,Meets Expectations,8,No,Yes,No
108139,21,Male,Finance,Financial Analyst,Master's,Married,4,66231.81,No,Good,Very High,Meets Expectations,10,No,Hybrid,No
108140,35,Male,IT,System Administrator,Bachelor's,Divorced,7,86496.74,No,Poor,Medium,Meets Expectations,15,No,No,Yes
108141,28,Female,Finance,Auditor,Master's,Single,4,70814.75,No,Good,Very High,Meets Expectations,9,Yes,No,No
108142,27,Male,Finance,Accountant,Bachelor's,Single,6,47907.01,No,Good,Low,Meets Expectations,14,No,Hybrid,Yes
108143,22,Female,Finance,Financial Analyst,Bachelor's,Single,3,62083.24,Yes,Poor,Very High,Meets Expectations,60,No,Yes,Yes
108144,29,Female,HR,HR Manager,Master's,Married,7,57706.78,No,Good,High,Meets Expectations,30,No,Yes,No
108145,40,Female,IT,System Administrator,Bachelor's,Single,7,84092.39,No,Excellent,Medium,Meets Expectations,18,No,No,No
108146,32,Female,IT,System Administrator,Bachelor's,Divorced,2,74038.08,No,Good,High,Meets Expectations,6,No,Hybrid,No
108147,37,Female,Marketing,Digital Marketing Analyst,Bachelor's,Single,7,55858.4,No,Good,High,Meets Expectations,60,No,Yes,No
108148,44,Male,IT,DevOps Engineer,Bachelor's,Single,2,49142.87,No,Good,Medium,Outstanding,3,No,Hybrid,No
108149,34,Female,Finance,Auditor,Bachelor's,Single,4,62409.1,Yes,Fair,Very High,Meets Expectations,18,No,Hybrid,No
108150,29,Female,Finance,Financial Analyst,Master's,Married,1,49576.56,No,Good,High,Exceeds Expectations,10,No,Hybrid,No
108151,36,Female,Finance,Auditor,Bachelor's,Married,5,61499.6,No,Excellent,High,Meets Expectations,43,No,Hybrid,No
108152,29,Female,IT,Software Engineer,Bachelor's,single,4,72076.09,No,Excellent,Very High,Meets Expectations,34,No,Hybrid,No
108153,29,Male,IT,Data Analyst,Bachelor's,Married,4,55999.8,No,Good,High,Outstanding,3,No,Hybrid,No
108154,22,Female,Finance,Financial Analyst,Master's,Single,2,66446.3,No,Fair,High,Exceeds Expectations,17,No,Yes,No
108155,39,Male,IT,Software Engineer,Bachelor's,Single,7,78916.99,No,Fair,Low,Meets Expectations,14,No,Hybrid,Yes
108156,30,Female,Finance,Accountant,Bachelor's,Single,9,59731.26,No,Good,High,Meets Expectations,54,No,Hybrid,No
108157,34,Male,Sales,Sales Manager,Master's,Married,5,58832.6,No,Excellent,Very High,Meets Expectations,0,No,Hybrid,No
108158,25,Female,Sales,Sales Executive,Bachelor's,Married,5,59829.84,No,Good,High,Meets Expectations,53,No,Yes,No
108159,36,Male,IT,QA Engineer,Bachelor's,Single,3,65317.26,No,Fair,Medium,Meets Expectations,53,No,Hybrid,No
108160,27,Female,HR,HR Executive,Bachelor's,Single,4,42808.97,No,Good,Very High,Outstanding,18,No,Hybrid,No
108161,32,Female,Sales,Sales Executive,Bachelor's,Married,8,47198.96,No,Excellent,Medium,Meets Expectations,,No,No,No
108162,39,Male,Sales,Sales Executive,Bachelor's,Single,10,52015.02,Yes,Fair,Low,Outstanding,56,No,Hybrid,Yes
108163,38,Male,HR,Recruiter,Bachelor's,Single,6,42243.82,No,Excellent,Medium,Meets Expectations,30,No,No,No
108164,32,Female,Finance,Accountant,Bachelor's,Single,3,54185.41,No,Excellent,High,Exceeds Expectations,58,No,Hybrid,No
108165,21,Male,Marketing,SEO Specialist,PhD,Single,3,52796.65,No,Good,Very High,Meets Expectations,17,Yes,Hybrid,No
108166,50,Male,IT,Data Analyst,Bachelor's,Married,1,71352.15,No,Good,High,Outstanding,15,No,No,No
108167,45,Female,Operations,Supply Chain Analyst,Bachelor's,Single,5,50189.66,No,Fair,Very High,Exceeds Expectations,26,Yes,Hybrid,No
108168,38,Female,IT,Data Analyst,Master's,Divorced,4,55483.42,No,Fair,High,Meets Expectations,16,No,Hybrid,No
108169,27,Female,Operations,Operations Executive,Bachelor's,Married,3,44433.17,No,Good,Medium,Outstanding,18,No,Hybrid,No
108170,32,Female,Operations,Logistics Coordinator,Bachelor's,Married,1,28873.34,No,Fair,Very High,Meets Expectations,51,No,Yes,No
108171,29,Male,IT,Software Engineer,Bachelor's,Single,8,91480.94,No,Fair,Low,Needs Improvement,22,No,No,Yes
108172,41,Female,Sales,Sales Manager,Bachelor's,Single,6,46989.62,No,Good,Medium,Meets Expectations,41,Yes,No,No
108173,34,Female,Finance,Financial Analyst,Bachelor's,Married,2,49568.88,No,Excellent,High,Meets Expectations,42,No,Yes,No
108174,27,Male,IT,System Administrator,Bachelor's,Married,8,75056.54,No,Fair,Low,Meets Expectations,3,Yes,Hybrid,No
108175,29,Female,Operations,Operations Executive,Master's,Single,6,50511.37,Yes,Fair,High,Meets Expectations,14,No,No,Yes
108176,40,Male,IT,DevOps Engineer,Bachelor's,Single,3,62886.57,No,Good,High,Outstanding,6,Yes,Yes,No
108177,44,Male,HR,Recruiter,Bachelor's,Single,2,47504.56,Yes,Excellent,High,Meets Expectations,45,No,Hybrid,Yes
108178,43,Male,IT,DevOps Engineer,Bachelor's,Married,4,53791.69,No,Fair,Medium,Outstanding,24,No,Hybrid,No
108179,38,Male,Sales,Sales Manager,Master's,Married,4,64722.49,No,Excellent,Medium,Exceeds Expectations,45,No,Yes,No
108180,31,Female,IT,Software Engineer,Bachelor's,Married,7,72142.68,No,Good,Low,Meets Expectations,24,No,Hybrid,No
108181,21,Female,IT,QA Engineer,Master's,Divorced,10,85773.93,Yes,Poor,Medium,Exceeds Expectations,30,No,Hybrid,Yes
108182,35,Female,Sales,Sales Executive,Bachelor's,Married,2,34373.74,No,Excellent,Very High,Meets Expectations,13,No,Yes,No
108183,32,Female,Sales,Sales Executive,Bachelor's,Single,7,58493.48,No,Good,Low,Meets Expectations,11,No,Hybrid,Yes
108184,33,Male,IT,Software Engineer,Bachelor's,Married,5,75234.76,No,Good,Medium,Meets Expectations,56,No,Hybrid,No
108185,33,Female,HR,HR Executive,Bachelor's,Married,12,58823.84,No,Good,Low,Meets Expectations,51,No,Yes,No
108186,23,Male,IT,System Administrator,Bachelor's,Single,11,84733.69,No,Good,High,Meets Expectations,21,No,Yes,No
108187,36,Male,Operations,Logistics Coordinator,Bachelor's,Single,3,43500.93,No,Good,Very High,Needs Improvement,0,Yes,Hybrid,No
108188,37,Female,Sales,Sales Manager,Master's,Married,6,58236.66,Yes,Poor,Medium,Meets Expectations,28,Yes,Hybrid,Yes
108189,37,Female,Sales,Sales Manager,Master's,Married,3,52894.51,No,Good,Medium,Meets Expectations,4,No,Yes,No
108190,39,Female,IT,System Administrator,Bachelor's,Married,2,70782.54,No,Good,High,Meets Expectations,18,No,Hybrid,No
108191,37,Male,Finance,Financial Analyst,Master's,Married,2,55795.91,No,Good,Low,Meets Expectations,21,No,Yes,Yes
108192,30,Male,Sales,Account Executive,Bachelor's,Single,4,47565.61,Yes,Poor,High,Meets Expectations,53,No,Hybrid,Yes
108193,32,Female,IT,QA Engineer,Bachelor's,Married,3,61436.22,Yes,Poor,High,Exceeds Expectations,37,No,Hybrid,Yes
108194,33,Female,IT,DevOps Engineer,Bachelor's,Single,14,107185.4,No,Fair,Medium,Outstanding,56,No,Yes,No
108195,33,Female,IT,System Administrator,Bachelor's,Single,6,82359.99,No,Good,High,Meets Expectations,44,No,No,No
108196,39,Male,IT,System Administrator,Bachelor's,Single,7,61015.94,Yes,Fair,High,Exceeds Expectations,13,No,Yes,Yes
108197,37,Female,IT,System Administrator,Bachelor's,Single,6,71287.99,No,Good,Very High,Meets Expectations,15,No,Yes,No
108198,47,Female,IT,DevOps Engineer,Master's,Single,11,82482.6,No,Excellent,High,Outstanding,5,No,Yes,No
108199,48,Male,Finance,Financial Analyst,Bachelor's,Married,3,64125.16,No,Good,High,Meets Expectations,27,No,Hybrid,No
108200,33,Male,IT,QA Engineer,Master's,Single,6,61699.2,No,Fair,Medium,Meets Expectations,0,No,Yes,No
108201,21,Male,IT,System Administrator,Bachelor's,Single,5,72609.38,No,Good,Low,Meets Expectations,5,Yes,Hybrid,No
108202,41,Female,IT,Data Analyst,Bachelor's,Single,9,73661.77,Yes,Excellent,Medium,Meets Expectations,1,No,Yes,No
108203,29,Male,Sales,Sales Manager,Master's,Married,7,61208.6,No,Excellent,High,Meets Expectations,59,No,No,No
108204,27,Female,IT,Data Analyst,Bachelor's,Single,9,76433.51,No,Excellent,Very High,Meets Expectations,60,No,No,No
108205,30,Female,Finance,Financial Analyst,Master's,Single,4,50110.44,No,Good,Very High,Exceeds Expectations,28,No,No,No
108206,29,Female,Finance,Accountant,Bachelor's,Single,3,54162.45,No,Good,Medium,Meets Expectations,4,No,Yes,No
108207,37,Female,Sales,Sales Manager,Master's,Single,7,54150.77,No,Good,Low,Meets Expectations,34,No,Hybrid,No
108208,22,Female,IT,QA Engineer,Bachelor's,Single,4,49138.32,Yes,Fair,Very High,Meets Expectations,31,No,Hybrid,No
108209,25,Male,Sales,Sales Manager,Bachelor's,Married,1,36894.2,Yes,Good,High,Needs Improvement,14,No,Hybrid,Yes
108210,35,Female,IT,Software Engineer,Bachelor's,Single,6,54513.56,No,Excellent,Medium,Meets Expectations,58,No,Yes,No
108211,37,Male,HR,HR Executive,Master's,Single,3,51629.08,No,Excellent,High,Outstanding,9,No,No,No
108212,37,Female,Operations,Supply Chain Analyst,Bachelor's,Single,6,43849.61,Yes,Fair,Low,Meets Expectations,17,No,Hybrid,Yes
108213,27,Female,Sales,Sales Manager,PhD,Married,2,66759.49,No,Fair,Low,Meets Expectations,30,No,No,Yes
108214,26,Male,Marketing,Digital Marketing Analyst,Bachelor's,Single,3,41264.7,Yes,Fair,High,Meets Expectations,59,No,No,Yes
108215,29,Male,Sales,Sales Executive,Bachelor's,Divorced,8,60816.14,Yes,Fair,Low,Meets Expectations,17,No,Yes,Yes
108216,34,Female,IT,System Administrator,Bachelor's,Married,6,77135.78,No,Excellent,Low,Meets Expectations,43,No,Hybrid,No
108217,43,Male,IT,Data Analyst,Bachelor's,Single,15,100719.34,No,Good,High,Meets Expectations,5,No,Hybrid,No
108218,21,Female,Sales,Account Executive,Bachelor's,Married,8,46329.1,Yes,Poor,High,Exceeds Expectations,32,No,Hybrid,Yes
108219,31,Male,Operations,Logistics Coordinator,Bachelor's,Single,5,37036.85,Yes,Poor,Medium,Meets Expectations,58,Yes,Hybrid,Yes
108220,23,Female,Operations,Supply Chain Analyst,Master's,Single,6,46353.73,No,Good,Medium,Meets Expectations,4,No,Hybrid,No
108221,21,Male,Finance,Accountant,Bachelor's,Single,5,56709.99,Yes,Fair,Medium,Meets Expectations,19,No,Hybrid,Yes
108222,39,Female,Sales,Sales Executive,Bachelor's,Married,9,66910.34,Yes,Fair,Medium,Meets Expectations,25,No,Hybrid,Yes
108223,36,Male,Finance,Auditor,Bachelor's,Single,5,51333.27,No,Good,Medium,Meets Expectations,16,Yes,Yes,No
108224,36,Male,Operations,Logistics Coordinator,PhD,Married,7,54414.01,No,Good,Medium,Needs Improvement,41,No,Yes,No
108225,39,Female,Sales,Account Executive,Bachelor's,Married,2,38635.23,No,Excellent,High,Meets Expectations,60,No,Hybrid,No
108226,29,Male,Sales,Sales Executive,Bachelor's,Single,1,53251,Yes,Fair,High,Meets Expectations,40,No,Hybrid,Yes
108227,29,Female,Finance,Accountant,Bachelor's,Divorced,1,43097.94,Yes,Good,High,Outstanding,57,No,Hybrid,Yes
108228,48,Female,Operations,Operations Executive,Master's,Single,8,56681.1,No,Good,Medium,Meets Expectations,51,No,No,No
108229,31,Male,Operations,Operations Executive,PhD,Divorced,6,48800.53,No,Fair,Low,Meets Expectations,13,No,Yes,No
108230,38,Female,IT,Software Engineer,PhD,Married,2,67194.81,No,Excellent,Very High,Meets Expectations,17,No,Yes,No
108231,33,Female,IT,QA Engineer,Master's,Married,3,79307.62,Yes,Poor,Very High,Meets Expectations,26,No,No,Yes
108232,21,Female,Operations,Logistics Coordinator,Bachelor's,Married,2,34993.08,No,Good,Medium,Meets Expectations,30,Yes,Hybrid,No
108233,21,Male,Operations,Operations Executive,Bachelor's,Married,5,47819.98,Yes,Good,Medium,Meets Expectations,54,Yes,No,No
108234,28,Female,Sales,Sales Manager,Bachelor's,Single,9,63357.48,No,Good,High,Meets Expectations,14,No,Hybrid,No
108235,40,Female,Sales,Sales Manager,Bachelor's,Married,7,46663.22,No,Good,High,Meets Expectations,42,No,Yes,No
108236,38,Male,HR,Recruiter,Bachelor's,Single,16,61470.06,No,Excellent,High,Outstanding,32,No,Yes,No
108237,39,Male,HR,HR Executive,Bachelor's,Single,4,43248.73,No,Excellent,Medium,Meets Expectations,15,Yes,Hybrid,No
108238,26,Male,Operations,Operations Executive,Bachelor's,Divorced,8,45670.01,No,Good,Low,Meets Expectations,10,No,Hybrid,No
108239,44,Male,IT,System Administrator,Bachelor's,Single,8,73118.51,No,Good,Very High,Meets Expectations,1,No,Hybrid,No
108240,26,Male,Finance,Auditor,Bachelor's,Single,6,67874.46,No,Good,High,Meets Expectations,12,No,Yes,No
108241,34,Female,IT,Software Engineer,Bachelor's,Single,1,68036.15,No,Good,Medium,Outstanding,2,Yes,Hybrid,No
108242,32,Female,HR,HR Manager,Master's,Single,5,41443.15,No,Good,High,Meets Expectations,19,No,Yes,No
108243,31,Male,IT,QA Engineer,Bachelor's,Single,11,101952.13,No,Good,Medium,Outstanding,1,No,No,No
108244,42,Male,Finance,Financial Analyst,Master's,Single,5,72424.25,No,Good,Medium,Meets Expectations,22,No,Hybrid,No
108245,28,Male,Finance,Accountant,Bachelor's,Married,1,57714.92,No,Excellent,High,Outstanding,23,No,Hybrid,No
108246,23,Female,Operations,Supply Chain Analyst,Bachelor's,Single,5,41559.69,No,Good,Medium,Meets Expectations,26,No,Yes,No
108247,33,Female,Sales,Sales Manager,Bachelor's,Single,6,45247.23,No,Fair,Low,Meets Expectations,21,No,Yes,No
108248,30,Male,IT,System Administrator,Bachelor's,Divorced,4,50095.58,No,Fair,Medium,Meets Expectations,0,No,Hybrid,No
108249,50,Male,Finance,Accountant,Master's,Divorced,3,61056.78,No,Excellent,Medium,Needs Improvement,30,No,Hybrid,No
108250,37,Male,Sales,Account Executive,Bachelor's,Married,9,55828.35,No,Good,Medium,Meets Expectations,12,No,No,No
108251,30,Female,IT,QA Engineer,Master's,Single,3,69572.39,No,Good,High,Needs Improvement,36,No,Hybrid,Yes
108252,25,Female,Marketing,Marketing Executive,Bachelor's,Single,5,44215.59,Yes,Fair,Medium,Meets Expectations,20,No,Hybrid,No
108253,21,Male,Sales,Sales Executive,Bachelor's,Married,4,61167.96,No,Good,High,Meets Expectations,52,No,Hybrid,No
108254,25,Male,Finance,Financial Analyst,Bachelor's,Single,16,79131.71,No,Excellent,High,Outstanding,43,No,Hybrid,No
108255,33,Female,Sales,Sales Manager,Bachelor's,Divorced,3,57125.8,No,Excellent,High,Meets Expectations,39,No,Hybrid,No
108256,42,Female,Operations,Operations Executive,Bachelor's,Single,10,50959.58,No,Excellent,High,Meets Expectations,26,No,No,No
108257,40,Male,Operations,Supply Chain Analyst,Bachelor's,Married,11,49137.16,Yes,Fair,Very High,Meets Expectations,36,No,Yes,No
108258,34,Male,Finance,Financial Analyst,Master's,Single,6,65419.55,No,Good,Medium,Meets Expectations,19,No,Hybrid,No
108259,30,Female,Marketing,Marketing Executive,Bachelor's,Single,7,49549.21,No,Good,High,Meets Expectations,39,No,Yes,No
108260,34,Female,Sales,Sales Executive,Bachelor's,Married,14,73188.38,Yes,Fair,Medium,Exceeds Expectations,35,No,Hybrid,Yes
108261,29,Female,Finance,Auditor,Master's,Married,11,85327.63,No,Good,High,Meets Expectations,44,No,No,No
